given,family,sequence,affiliation,DOI
Hsiu-Yen,Chiang,additional,"Guangdong Business and Technology University, China",10.1177/21582440221079924
Man-ting,Ho,additional,"National Chin-Yi University of Technology, Taichung City, Taiwan",10.1177/21582440221079924
Shixian,Wen,first,"South China Normal University, Guangzhou, China",10.1177/21582440211022740
Xiaomei,Cai,additional,"South China Normal University, Guangzhou, China + Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), China",10.1177/21582440211022740
Jun (Justin),Li,additional,"South China Normal University, Guangzhou, China + Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), China",10.1177/21582440211022740
Sramana,Majumdar,first,"Ashoka University, Sonipat, HR, India",10.1177/21582440221079878
Pragya,Acholia,additional,"Ashoka University, Sonipat, HR, India",10.1177/21582440221079878
Simran,Saraf,additional,"Mindpiper, Dubai, UAE",10.1177/21582440221079878
Siddhant,Khurana,additional,"Mindpiper, Delhi, India",10.1177/21582440221079878
Badri Munir,Sukoco,first,"Universitas Airlangga, Surabaya, Indonesia",10.1177/21582440221081132
Beta Embriyono,Adna,additional,"Universitas Airlangga, Surabaya, Indonesia",10.1177/21582440221081132
Zainul,Musthofa,additional,"Universitas Airlangga, Surabaya, Indonesia",10.1177/21582440221081132
Reza Ashari,Nasution,additional,"Bandung Institute of Technology, Indonesia",10.1177/21582440221081132
Dwi,Ratmawati,additional,"Universitas Airlangga, Surabaya, Indonesia",10.1177/21582440221081132
Kuen-Cheng,Lee,first,"National Taiwan University, Taipei, Taiwan",10.1177/21582440221082136
I-Hsiung,Chang,additional,"Tamkang University, New Taipei City, Taiwan",10.1177/21582440221082136
Tsung-Jen,Wu,additional,"Cheng Shiu University, Kaohsiung City, Taiwan",10.1177/21582440221082136
Ru-Si,Chen,additional,"Yu Da University of Science and Technology, Miaoli County, Taiwan",10.1177/21582440221082136
Hani,Al-Dmour,first,"The University of Jordan, Amman, Jordan",10.1177/21582440221082125
Ra’ed,Masa’deh,additional,"The University of Jordan, Amman, Jordan",10.1177/21582440221082125
Amer,Salman,additional,"The University of Jordan, Amman, Jordan",10.1177/21582440221082125
Rand,Al-Dmour,additional,"The University of Jordan, Amman, Jordan",10.1177/21582440221082125
Mohammad,Abuhashesh,additional,"Princess Sumaya University for Technology, Amman, Jordan",10.1177/21582440221082125
Mohsin Hassan,Khan,first,"School of Media and Communication Studies, University of Management and Technology, Lahore, Pakistan + University of Malaya, Kuala Lumpur, Malaysia",10.1177/21582440211004172
Farwa,Qazalbash,additional,"Kinnaird College for Women, Lahore, Pakistan",10.1177/21582440211004172
Hamedi Mohd,Adnan,additional,"University of Malaya, Kuala Lumpur, Malaysia",10.1177/21582440211004172
Lalu Nurul,Yaqin,additional,"University of Gunung Rinjani, Selong, Indonesia",10.1177/21582440211004172
Rashid Ali,Khuhro,additional,"University of Sindh, Jamshoro, Pakistan",10.1177/21582440211004172
Vera,Martins,first,"University of Porto, Porto, Portugal",10.1177/21582440211057118
Cristina,Santos,additional,"University of Porto, Porto, Portugal",10.1177/21582440211057118
Miguel,Ricou,additional,"University of Porto, Porto, Portugal",10.1177/21582440211057118
Patrícia,Bataglia,additional,"São Paulo State University, Brazil",10.1177/21582440211057118
Ivone,Duarte,additional,"University of Porto, Porto, Portugal",10.1177/21582440211057118
,Izzuddin,first,"Universitas Islam Negeri (UIN) Sunan Gunung Djati Bandung, Indonesia",10.1177/21582440211014184
Reza Pahlevi,Dalimunthe,additional,"Universitas Islam Negeri (UIN) Sunan Gunung Djati Bandung, Indonesia",10.1177/21582440211014184
Sulistiyono,Susilo,additional,"Institute of Social Sciences and Cultural Studies, Yogyakarta, Indonesia",10.1177/21582440211014184
Byung-Ho,Lee,first,"Ajou University, Suwon, Gyeonggi-do, South Korea",10.1177/21582440211043930
Marcos Felipe Rodrigues de,Lima,first,"University of Brasília, Brazil",10.1177/2158244020988524
Luciano Grüdtner,Buratto,additional,"University of Brasília, Brazil",10.1177/2158244020988524
Jeroen,van der Heijden,first,"Victoria University of Wellington, New Zealand + Australian National University, Australia",10.1177/21582440211032202
Pi-Chun,Hsu,first,"Minnan Normal University, Zhangzhou, China",10.1177/21582440211031909
I-Hsiung,Chang,additional,"Tamkang University, New Taipei City, Taiwan",10.1177/21582440211031909
Ru-Si,Chen,additional,"Yu Da University of Science and Technology, Miaoli County, Taiwan",10.1177/21582440211031909
Sophia,Alim,first,"Sophia Alim, Independent Researcher, Bradford, UK",10.1177/21582440211056614
Xiu-e,Zhang,first,"Business School, Jilin University, Changchun, China",10.1177/21582440211067224
Qing,Li,additional,"Business School, Jilin University, Changchun, China",10.1177/21582440211067224
Nishakanthi,Gopalan,first,"Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia",10.1177/21582440211016837
Siti Nurani,Mohamed Noor,additional,"Genovasi University College, Petaling Jaya, Malaysia",10.1177/21582440211016837
Mohd,Salim Mohamed,additional,"Department of Science and Technology Studies, Faculty of Science, University of Malaya, Kuala Lumpur, Malaysia",10.1177/21582440211016837
Mitja,Kovac,first,"University of Ljubljana, Slovenia",10.1177/21582440211009470
Salvini,Datta,additional,"University of Bologna, Italy and Erasmus University Rotterdam, Netherlands",10.1177/21582440211009470
Rok,Spruk,additional,"University of Ljubljana, Slovenia",10.1177/21582440211009470
Shu-Hui,Chao,first,"Changhua Christian Hospital, Changhua, Taiwan",10.1177/21582440211004125
Mu-Kuan,Chen,additional,"Changhua Christian Hospital, Changhua, Taiwan",10.1177/21582440211004125
Hsin-Hung,Wu,additional,"National Changhua University of Education, Changhua, Taiwan + Asia University, Taichung City, Taiwan + State University of Malang, Indonesia",10.1177/21582440211004125
Yuri,Taniguchi,first,"Kyoto Bunkyo University, Japan",10.1177/21582440211033251
Tomoko,Ikegami,additional,"Konan University, Kobe, Japan",10.1177/21582440211033251
Elizabeth,Acosta-Gonzaga,first,"Instituto Politécnico Nacional, México City, México",10.1177/21582440211027561
Aldo,Ramirez-Arellano,additional,"Instituto Politécnico Nacional, México City, México",10.1177/21582440211027561
Chengfeng,Zhang,first,"Northwest A&F University, Yangling, Shaanxi, China",10.1177/21582440211023111
Qiao,Wu,additional,"Northwest A&F University, Yangling, Shaanxi, China",10.1177/21582440211023111
Huijuan,Wang,additional,"Northwest A&F University, Yangling, Shaanxi, China",10.1177/21582440211023111
Xia,Luo,additional,"University of Saskatchewan, Saskatoon, Canada",10.1177/21582440211023111
Ning,Wei,additional,"Jiangnan University, Wuxi, Jiangsu, China",10.1177/21582440211023111
BingYu,Pan,additional,"Northwest A&F University, Yangling, Shaanxi, China",10.1177/21582440211023111
Jiajun,Tong,additional,"Northwest A&F University, Yangling, Shaanxi, China",10.1177/21582440211023111
Shifang,Tang,first,"Center for Research and Development in Dual Language and Literacy Acquisition, Department of Educational Psychology, College of Education and Human Development, Texas A&M University, College Station, TX, USA",10.1177/21582440211060823
Beverly J.,Irby,additional,"Center for Research and Development in Dual Language and Literacy Acquisition, Department of Educational Psychology, College of Education and Human Development, Texas A&M University, College Station, TX, USA + Education Leadership Research Center, Department of Educational Administration and Human Research Development, College of Education and Human Development, Texas A&M University, College Station, TX, USA",10.1177/21582440211060823
Fuhui,Tong,additional,"Center for Research and Development in Dual Language and Literacy Acquisition, Department of Educational Psychology, College of Education and Human Development, Texas A&M University, College Station, TX, USA",10.1177/21582440211060823
Rafael,Lara-Alecio,additional,"Center for Research and Development in Dual Language and Literacy Acquisition, Department of Educational Psychology, College of Education and Human Development, Texas A&M University, College Station, TX, USA",10.1177/21582440211060823
Hongen,Jiang,first,"University of Chinese Academy of Sciences, Beijing, China",10.1177/21582440211046950
Cheng-Sen,Li,additional,"Chinese Academy of Sciences, Beijing, China",10.1177/21582440211046950
Hongyong,Cao,additional,"Turpania Academia, Turpan, China",10.1177/21582440211046950
Palidanmu,Shading,additional,"Turpania Academia, Turpan, China",10.1177/21582440211046950
Ye-Ming,Cheng,additional,"Geological Museum of China, Beijing, China",10.1177/21582440211046950
David,De Coninck,first,"KU Leuven, Belgium",10.1177/21582440211036884
Willem,Joris,additional,"KU Leuven, Belgium",10.1177/21582440211036884
Cecilia,Santilli,first,"Lund University School of Social Work, Sweden",10.1177/21582440211061559
Roberto,Scaramuzzino,additional,"Lund University School of Social Work, Sweden",10.1177/21582440211061559
Eunhye,Park,first,"Department of Food Nutrition College of BioNano Technology Gachon University, Seongnam-si, South Korea",10.1177/21582440211031546
Junehee,Kwon,additional,"Kansas State University, Manhattan, USA",10.1177/21582440211031546
Bongsug (Kevin),Chae,additional,"Kansas State University, Manhattan, USA",10.1177/21582440211031546
Sung-Bum,Kim,additional,"Inha University, Incheon, South Korea",10.1177/21582440211031546
Ozgul,Akin Senkal,first,"Cukurova University, Saricam, Adana, Turkey",10.1177/21582440211061386
Eyyup,Kara,additional,"Istanbul University-Cerrahpaşa, Fatih, Turkey",10.1177/21582440211061386
Ozan,Senkal,additional,"Cukurova University, Saricam, Adana, Turkey",10.1177/21582440211061386
Haydar Murat,Yener,additional,"Istanbul University-Cerrahpaşa, Fatih, Turkey",10.1177/21582440211061386
Koangsung,Choi,first,"Hanyang University, Ansan, South Korea",10.1177/21582440211058199
Chung,Choe,additional,"Konkuk University, Seoul, South Korea",10.1177/21582440211058199
Daeho,Lee,additional,"Sungkyunkwan University, Seoul, South Korea",10.1177/21582440211058199
Lanu,Kim,first,"Korea Advanced Institute of Science and Technology, Daejeon, South Korea",10.1177/21582440211037663
Catherine M.,Capio,first,"The University of Hong Kong, Pok Fu Lam, Hong Kong SAR + The Education University of Hong Kong, Tai Po, Hong Kong SAR + Ateneo de Manila University, Quezon City, Philippines",10.1177/21582440211030603
Kathlynne F.,Eguia,additional,"Therapy Interventions for Kids, Quezon City, Philippines",10.1177/21582440211030603
Peng,Han,first,"Henan Polytechnic University, Henan, China",10.1177/21582440211050400
Feng,Niu,additional,"Hangzhou Dianzi University, Zhejiang, China",10.1177/21582440211050400
Wunhong,Su,additional,"Hangzhou Dianzi University, Zhejiang, China",10.1177/21582440211050400
Marcellina Kehinde,Hamilton,first,"University of Maryland Eastern Shore, Princess Anne, USA + Emory & Henry College, VA, USA",10.1177/21582440211031902
Junegak,Joung,first,"University of Illinois at Urbana-Champaign, USA + Ulsan National Institute of Science and Technology, Republic of Korea",10.1177/2158244020988249
Ki-Hun,Kim,additional,"Ulsan National Institute of Science and Technology, Republic of Korea + Delft University of Technology, The Netherlands",10.1177/2158244020988249
Kwangsoo,Kim,additional,"Pohang University of Science and Technology, Republic of Korea",10.1177/2158244020988249
Abudalslam,Alfghe,first,"ELT Department, Faculty of Education, Cyprus International University, Nicosia, Turkey",10.1177/21582440211050378
Behbood,Mohammadzadeh,additional,"ELT Department, Faculty of Education, Cyprus International University, Nicosia, Turkey",10.1177/21582440211050378
Xinfeng,Yan,first,"Donghua University, Shanghai, China",10.1177/21582440211054499
Shakhrukh,Madjidov,additional,"Changshu Institute of Technology, Suzhou, Jiangsu, China",10.1177/21582440211054499
Habiba,Halepoto,additional,"Donghua University, Shanghai, China",10.1177/21582440211054499
Muhammad,Ikram,additional,"School of Business Administration (SBA), Al Akhawayn University Ifrane, Morocco",10.1177/21582440211054499
S M,Minhus,first,"Jiangnan University, Wuxi, China",10.1177/21582440211016905
Liang,Huie,additional,"Jiangnan University, Wuxi, China + Wuxi Vocational Institute of Arts & Technology, Yixing, China",10.1177/21582440211016905
Shabir,Hussain,first,"Bahria University, Islamabad, Pakistan",10.1177/21582440211031905
Farrukh,Shahzad,additional,"Bahria University, Islamabad, Pakistan",10.1177/21582440211031905
Adam,Saud,additional,"Bahria University, Islamabad, Pakistan",10.1177/21582440211031905
Attila,Lakatos,first,"Manchester University NHS Foundation Trust, UK",10.1177/21582440211060668
Kashif,Abbass,first,"School of Economics and Management, Nanjing University of Science and Technology, Nanjing, China",10.1177/21582440211061554
Abdul Aziz Khan,Niazi,additional,"Institute of Business and Management, University of Engineering and Technology, Lahore, Pakistan",10.1177/21582440211061554
Abdul,Basit,additional,"Lahore Institute of Science and Technology, Lahore, Pakistan",10.1177/21582440211061554
Tehmina Fiaz,Qazi,additional,"Hailey College of Banking and Finance, University of the Punjab, Lahore, Pakistan",10.1177/21582440211061554
Huaming,Song,additional,"School of Economics and Management, Nanjing University of Science and Technology, Nanjing, China",10.1177/21582440211061554
Halima,Begum,additional,"Schools of Economics, Finance, and Banking, Universiti Utara Malaysia, Kedah, Malaysia",10.1177/21582440211061554
Guangping,Liu,first,"Hebei University of Technology, Tianjin, China",10.1177/21582440211015709
Xiayuan,Chang,additional,"Beijing University of Aeronautics and Astronautics, China",10.1177/21582440211015709
Ali,Fadul,first,"Cyprus International University, Nicosia, North Cyprus",10.1177/21582440211043931
Manh Dung,Tran,first,"National Economics University, Hanoi, Vietnam",10.1177/21582440211047248
Ngoc Hung,Dang,additional,"Hanoi University of Industry, Vietnam",10.1177/21582440211047248
Juei-Ling,Ho,first,"Tainan University of Technology, Taiwan",10.1177/21582440211056610
Cheng-Fa,Lin,additional,"Tainan University of Technology, Taiwan",10.1177/21582440211056610
Mei-Ying,Lai,additional,"Tainan University of Technology, Taiwan",10.1177/21582440211056610
