given,family,sequence,affiliation,DOI
Heidi,Scott,first,"University of Maryland, College Park",10.20935/al32
Glen,Doris,first,University of Aberdeen,10.20935/al91
Judith,Goodstein,first,California Institute of Technology,10.20935/al83
David,Gill,first,University of Kent,10.20935/al40
Justin,Gibbins,first,Zayed University,10.20935/al274
Soji,Cole,first,Brock University,10.20935/al187
Mark E.,Deschaine,first,University of Mississippi,10.20935/al134
Sudev,Sheth,first,University of Pennsylvania,10.20935/al121
Nataliya,Nedzhvetskaya,additional,,10.20935/al121
Alexander,Hoppe,additional,,10.20935/al121
Andree',Robinson-Neal,first,Grand Canyon University,10.20935/al176
Kenneth,Feigenbaum,first,University of Maryland Global Campus,10.20935/al317
Silvia Cristina,Bettez,additional,,10.20935/al394
Dipa,Donde,first,"Jawaharlal Nehru University,New Delhi,India",10.20935/al251
Prof Gordon,Ade-ojo,first,University of Greenwich,10.20935/al173
Robert,Harmsen,first,Tecnológico de Monterrey,10.20935/al475
Alexander,Rose,first,,10.20935/al597
Douglas,Giles,first,Elmhurst University,10.20935/al499
John,Zarobell,first,University of San Francisco,10.20935/al138
Katrin,Becker,first,Mount Royal University,10.20935/al209
Cedric,Bodet,first,Muğla Sıtkı Koçman üniversitesi,10.20935/al218
Konrad,Noronha,first,Jnana-Deepa Vidyapeeth,10.20935/al266
Jorge,Portilla Manfredini,first,Universidad Alejandro de Humboldt,10.20935/al376
Andi Setyo,Pambudi,first,"Ministry of National Development Planning, Republic of Indonesia",10.20935/al1789
Luca,Antonellini,first,,10.20935/al1628
Ivy,Razmus,first,University of Detroit Mercy,10.20935/al1692
Molly,Laird,additional,University of Detroit Mercy,10.20935/al1692
Michael,Avalos,additional,University of Detroit Mercy,10.20935/al1692
Megan,Conrad,additional,University of Detroit Mercy,10.20935/al1692
Dishant,Banga,first,,10.20935/al1449
Pedro,Correia,first,,10.20935/al1960
Amanda,Philp,first,,10.20935/al2197
Dakotah,Weaver,additional,,10.20935/al2197
Kristin,Hanson,additional,,10.20935/al2197
Nnamdi,Moeteke,first,,10.20935/al2591
Lauraine,Vivian,first,,10.20935/al1988
Olle,Johansson,additional,,10.20935/al1988
George,Pollack,first,,10.20935/al1541
Promise,Zvavahera,first,Africa University,10.20935/al1828
Joseph,Ogunleye,first,,10.20935/al1445
Sankar,Pal,first,,10.20935/al1849
Fabricio,Piurcosky,first,,10.20935/al2066
Diego,Alexandre,additional,,10.20935/al2066
Felipe,Oliveira,additional,,10.20935/al2066
Luiz,Guedes,additional,,10.20935/al2066
Pedro,Portugal Júnior,additional,,10.20935/al2066
Rodrigo,Frogeri,additional,,10.20935/al2066
Stefano,Gazzola,additional,,10.20935/al2066
Adebayo Moyosore,Adeniyi,first,,10.20935/al1654
Paul,Coates,first,,10.20935/al2094
Gloria Adaeze,Adichie,first,Queen’s University Belfast,10.20935/al1974
Dr.Ghulam Shabir,Barham,first,SINDH AGRICULTURE UNIVERSITY,10.20935/al2286
Hanan,Kohen,first,,10.20935/al1918
Dov,Dori,additional,,10.20935/al1918
William,Ruff,first,Montana State University,10.20935/al2357
Julie,Alexander-Ruff,additional,Montana State University,10.20935/al2357
Dr Samir Kumar,Nanda,first,,10.20935/al1744
Samuel,Okafor,first,,10.20935/al2164
Rafeal,Graves,first,,10.20935/al1994
Redona,Dudushi,first,,10.20935/al1359
Eddie,Myer,first,,10.20935/al2032
Alessandro,Grillone,first,,10.20935/al2109
Kensa,Broadhurst,first,,10.20935/al2284
Assefa,Molla,first,,10.20935/al2229
Angela,Kirabo Russell,first,,10.20935/al1759
Babar,Rafique,first,,10.20935/al1921
Giovanna,Payne,first,,10.20935/al1501
Dr. Ada,Booker,first,,10.20935/al2075
Federico Alistair,D'Alessio,first,,10.20935/al2247
Keith,Beasley,first,,10.20935/al2301
Nageswara Rao,DVK,first,ICAR - Indian Institute of Rice Research,10.20935/al1736
Vinay,Mulgundmath,first,,10.20935/al2118
DR. SANJEEVA,NAYAKA,first,National Botanical Research Institute,10.20935/al2155
Dr. John,Britto,first,,10.20935/al2125
Olufemi,Adesina,first,University of Leeds,10.20935/al2847
Oluwatosin,Ojotu,additional,Queen's University Belfast,10.20935/al2847
Kolade,Otokiti,additional,University of Leeds,10.20935/al2847
Ik-Whan G.,Kwon,first,Saint Louis University,10.20935/al2005
Sung-Ho,Kim,additional,"Yonsei University, Korea",10.20935/al2005
Marta,Dvořák,first,,10.20935/al2017
Gilberto,Fachetti Silvestre,first,"Federal University of Espírito Santo, Brazil (UFES)",10.20935/al2392
Sheryl,Butic Reyes,first,,10.20935/al2141
Fabiola Sandra,Vela Vázquez,first,,10.20935/al3020
Salvador,Álvarez Ballesteros,additional,,10.20935/al3020
Joshua,Maiyo,first,United States International University-Africa,10.20935/al1626
Tanya,Kapoor,first,,10.20935/al1760
Riva,Berleant,first,University of Connecticut,10.20935/al230
Tejas,Narasegowda,first,University Visvesvaraya College of Engineering,10.20935/al2410
Navneet,Kumar,additional,"Indian Institute of Technology, Jammu",10.20935/al2410
Mahmoud,Hayek,first,Aix-Marseille Université,10.20935/al2230
Claudine,Baraquet,additional,Université de Toulon,10.20935/al2230
Maëlle,Molmeret,additional,Université de Toulon,10.20935/al2230
Miron,Stratan,first,,10.20935/al3087
Horst,Treiblmaier,first,Modul University Vienna,10.20935/al2937
Shamsuddin,Amin,first,Nangarhar University,10.20935/al2426
Kenneth,Tuttle Wilhelm,first,University College Fairview,10.20935/al2805
Talema,Reda,first,Arba Minch University,10.20935/al2316
Worku,Gebrehiwot,additional,Ethiopian Space Science and Technology Institute,10.20935/al2316
Isabelle,GIRAUDOU,first,"The University of Tokyo, Graduate School of Arts and Sciences, Organization for Programs on Environmental Sciences",10.20935/al1149
amin,mridha,first,King Saud University,10.20935/al2274
Mohamed,Abdulrahim,first,Misurata University,10.20935/al2390
Sherldine,Tomlinson,first,Staffordshire University - Life Science and Education,10.20935/al3028
Jenny,Story,first,,10.20935/al2641
Jon,Crocker,additional,University of Maryland,10.20935/al3099
vesselin,petrov,first,Bulgarian Academy of Sciences,10.20935/al2773
Marianna,Smirnova-Seslavinskaya,first,Independent researcher,10.20935/al2609
Realito  Adamugy Ussene,Momade,additional,,10.20935/al3064
Raza,Imam,first,Aligarh Muslim University,10.20935/al2447
Qazi Mohammad,Areeb,additional,Aligarh Muslim University,10.20935/al2447
Papiya,Nandy,first,Center for Interdisciplinary Research and Education,10.20935/al2462
Misha,Roy,first,,10.20935/al2383
Rajesh,Haldhar,first,"School of Chemical Engineering, Yeungnam University",10.20935/al2226
Dwarika,Prasad,additional,"Department of Chemistry, Shri Guru Ram Rai University",10.20935/al2226
Indra,Bahadur,additional,"Faculty of Natural and Agricultural Sciences, North-West University",10.20935/al2226
Omar,Dagdag,additional,"Department of Process Engineering, Sidi Mohammed Ben Abdallah University",10.20935/al2226
Savas,Kaya,additional,"Department of Pharmacy, Sivas Cumhuriyet University",10.20935/al2226
Seong-Cheol,Kim,additional,"School of Chemical Engineering, Yeungnam University",10.20935/al2226
Elpis Athina,Vlachopapadopoulou,first,,10.20935/al2820
Sofia,Leka-Emiri,additional,,10.20935/al2820
Jason,Birch,first,University of Alberta,10.20935/al2992
Dominik,Wujastyk,additional,University of Alberta,10.20935/al2992
Andrey,Klebanov,additional,University of Kyoto,10.20935/al2992
Madhu,Parameswaran,additional,VPSV Ayurveda College Kottakkal,10.20935/al2992
Madhusudan,Rimal,additional,University of Alberta,10.20935/al2992
Deepro,Chakraborty,additional,University of Alberta,10.20935/al2992
Harshal,Bhatt,additional,The Maharaja Sayajirao University of Baroda,10.20935/al2992
Devyani,Shenoy,additional,University of Toronto,10.20935/al2992
Vandana,Lele,additional,"Independent scholar, Baroda",10.20935/al2992
Valère,Hofstetter,first,CarboVal6,10.20935/al3065
Nkoli,Aniekwu,first,Professor,10.20935/al3182
Tommaso,Durante,first,"The University of Melbourne, Australia",10.20935/al2439
Luma,Melo,first,University of Pittsburgh,10.20935/al3145
Md. Israt,Rayhan,first,"Institute of Statistical Research and Training (ISRT), University of Dhaka",10.20935/al3233
Sadia Islam,Sigma,additional,"Institute of Statistical Research and Training (ISRT), University of Dhaka",10.20935/al3233
Nayeem,Sultana,additional,"Department of Development Studies, University of Dhaka",10.20935/al3233
Mary,Raum,first,US Naval War College,10.20935/al2367
John P.,Staeck,first,,10.20935/al1985
Pavel,Fojtik,additional,,10.20935/al1985
Martin,Golec,additional,,10.20935/al1985
Michael J.,Dietz,additional,,10.20935/al1985
Kelli L.,Keith,additional,,10.20935/al1985
Zuzanna,Mirová,additional,,10.20935/al1985
Matthew,Shaw,additional,,10.20935/al1985
Prabhakar Reddy,Tada,first,"Independent Researcher, Former Senior Consultant with UNICEF Patna",10.20935/al2450
DEEPALI,SETH,first,,10.20935/al2647
Ariel,Tinapay,first,,10.20935/al2637
Oluwatosin Abidemi,Ogunkalu,first,Nigde Omer Halisdemir University,10.20935/al2002
Olga A.,Pilkington,first,,10.20935/al2063
Stavros,Sindakis,first,,10.20935/al1922
Sakshi,Aggarwal,additional,,10.20935/al1922
mohammadbagher,forghani,first,,10.20935/al2020
Abimbola,Aremu-ogundeji,first,,10.20935/al2293
Neville,Yeomans,first,University of Melbourne; and Western Sydney University,10.20935/al2962
A.N.,Deryabin,first,K.A. Timiryazev Institute of Plant Physiology of the Russian Academy of Sciences,10.20935/al3022
Leonardo,"Cada, Jr.",first,Far Eastern University,10.20935/al3338
Erika Ann,Astilla,additional,Far Eastern University,10.20935/al3338
Torey,Teer,first,The Southern Baptist Theological Seminary,10.20935/al2897
Ladislav,Nekvapil,additional,East Bohemia Museum in Pardubice / University of Pardubice,10.20935/al3230
Atiqul Islam,Chowdhury,first,United International University,10.20935/al3137
John J.,Sloan III,first,University of Alabama at Birmingham,10.20935/al1813
Ayman  O.,Nasr,first,"Trauma Unit, Department of Surgery, King Fahad Hospital of the University & College of Medicine, Imam Abdulrahman Bin Faisal University, Dammam, KSA",10.20935/al2329
Yasser,ElGhonemy,additional,"Cardiothoracic Unit, Department of Surgery, King Fahad Hospital of the University & College of Medicine, Imam Abdulrahman Bin Faisal University, Dammam, KSA",10.20935/al2329
Mamoun,Nabri,additional,"Trauma Unit, Department of Surgery, King Fahad Hospital of the University & College of Medicine, Imam Abdulrahman Bin Faisal University, Dammam, KSA",10.20935/al2329
Christophe,Barbier,first,ECOSC Team,10.20935/al2127
Cecilia,Torres,additional,,10.20935/al2127
Carolina,Cantu,additional,,10.20935/al2127
Siranjana,Rodrigo,first,,10.20935/al2458
Andrew,Thomas,first,,10.20935/al2287
Terry,Hyland,first,Free University of Ireland,10.20935/al2064
Josephine,Lynch,additional,The Mindfulness Centre,10.20935/al2064
Tibor,Koltay,first,,10.20935/al2493
Yukio,Adachi,first,Kyoto University,10.20935/al2587
Irfan,kooglan,first,,10.20935/al2445
Hom Nath,Chalise,first,Population Association of Nepal,10.20935/al2572
Harvey,Shrum,first,Viktor Frankl's Institute of Logotherapy,10.20935/al2378
Domina,Petric,first,,10.20935/al2370
Mickeal,Milocco Borlini,additional,Università degli Studi di Udine (University of Udine),10.20935/al1479
Christina,Conti,additional,Università degli Studi di Udine (University of Udine),10.20935/al1479
Giovanni,Tubaro,additional,Università degli Studi di Udine (University of Udine),10.20935/al1479
Hans,Lenk,first,Karlsruhe Institute of Technology/Germany,10.20935/al2788
Robert A.,King,first,The NDE OBE Research Project,10.20935/al2427
Debarshi,Mukherjee,first,,10.20935/al2829
María José,Corvo-Sánchez,first,University of Vigo,10.20935/al2770
SAMUEL,FROST,first,Whitefield Theological Seminary,10.20935/al2524
Basit,Olatunji,first,University of Ibadan,10.20935/al2665
Udodinma,Okoronkwo-Chukwu,first,,10.20935/al2402
Ismaël,Maatouk,first,"School of Social Sciences, Nottingham Trent University, Nottingham NG1-4FQ, UK.",10.20935/al2529
Rusi,Jaspal,additional,"School of Social Sciences, Nottingham Trent University, Nottingham NG1-4FQ, UK.",10.20935/al2529
Brooke D.,Campbell,first,,10.20935/al2863
Umar,Salman,first,,10.20935/al2786
Benjamin,Tshibamba Kahongo,first,,10.20935/al2870
SIGQIBO,MFUYWA,first,,10.20935/al2792
Keita,Abdourahamane dit Baffa,first,,10.20935/al2936
Antonio,Russo,first,,10.20935/al2849
Eugene Muambeh,Muntoh,first,University of Yaounde I,10.20935/al3061
Benjamin,Varlese,first,,10.20935/al2707
Mariana,Augusto Bandeira,first,University of Valencia,10.20935/al3366
Lucas,Vollet,additional,,10.20935/al3461
Francis Olawale,Abulude,first,"Science and Education Development Institute, Akure, Ondo State, Nigeria",10.20935/al3401
Victor C.,IJnzonides,first,,10.20935/al2972
Goodness Chinazor Joshua,Chukwuere,first,,10.20935/al3469
Bertrand,Wong,first,,10.20935/al3001
Guilherme,de Vasconcelos,first,UFMG - The Federal University of Minas Gerais,10.20935/al3531
Menna Allah,Mohamed,first,Menofia STEM School,10.20935/al3463
Norhan,Mohamed,additional,Menofia STEM School,10.20935/al3463
Arwa,Hamdy,additional,Menofia STEM School,10.20935/al3463
emna,maazoun,first,PhD researcher,10.20935/al2821
Johann,Lauer,first,,10.20935/al2379
Vern,Crisler,first,,10.20935/al2768
Mayank,Kejriwal,first,University of Southern California,10.20935/al2784
Shilpa,Thomas,additional,University of Southern California,10.20935/al2784
Marie,"Lasater MSN, RN, F-ABMDI",first,,10.20935/al2994
Katung,Ishaya,first,,10.20935/al2755
Paulo,Guerreiro,first,,10.20935/al1421
Charles,Eproson,additional,,10.20935/al3529
Mads T.,Lee,first,,10.20935/al3203
James,Barth,first,Auburn University,10.20935/al3558
Richard,Cebula,additional,George Mason University,10.20935/al3558
Min,Gu,additional,Auburn University,10.20935/al3558
Haven,Allahar,first,Arthur Lok Jack Graduate School of Business - UWI,10.20935/al3528
P.V. (Sundar),Balakrishnan,first,"School of Business, University of Washington, Bothell",10.20935/al3637
Pradip,Thakur,first,"Department of Physics, Netaji Nagar College for Women,                 Kolkata: 700092, India",10.20935/al2857
J. William,Stinde,additional,Glendale Community College,10.20935/al2148
Roy,"Chikwem, GradDip, PGDE, MBA, MPDI, PhD",first,Bankstown College TAFE NSW,10.20935/al3447
Lucas,Vollet,additional,,10.20935/al3501
Aishwarya,Maheshwari,first,"Banda University of Agriculture and Technology, Banda",10.20935/al3302
Yash Veer,Bhatnagar,additional,Nature Conservation Foundation,10.20935/al3302
Ritwik,Banerjee,first,"Former Student, Discipline of Anthropology, Indira Gandhi National Open University, New Delhi, India.",10.20935/al3173
Roberto,Maffei,first,A.L.B.E.R.T. (Arpa-Firenze APS Landmarks on human Behaviour Experimental Research Team),10.20935/al3459
Prince,Asare Vitenu-Sackey,additional,Jiangsu University,10.20935/al3025
Pablo,Blanco,first,,10.20935/al2826
Martin,Moya,first,Universidad Nacional de Córdoba,10.20935/al3765
Ariel,Aleksandroff,additional,,10.20935/al3765
Carina,Dorazio,additional,,10.20935/al3765
Diego,Clavero,additional,,10.20935/al3765
Marcela,Marrama,additional,,10.20935/al3765
Nosimilo,Khumalo,additional,,10.20935/al3763
Keshav,Sewdass,first,The University of the West Indies - St Augustine Campus,10.20935/al3657
Satish,Jankie,additional,The University of the West Indies - St Augustine Campus,10.20935/al3657
Phumezile,Kama,first,Tshwane University of Technology,10.20935/al3691
Anne-Marie,Raskin,first,"University of Nevada, Las Vegas",10.20935/al4022
Bart,Geurden,first,"Center for Research and Innovation in Care, University of Antwerp (Belgium)",10.20935/al3958
Lobke,Van den Wijngaert,additional,Center for Gastrology and Primary Food Care (Belgium),10.20935/al3958
Martijn,van Gemst,additional,Center for Gastrology and Primary Food Care (Belgium),10.20935/al3958
Edwig,Goossens,additional,Center for Gastrology and Primary Food Care (Belgium),10.20935/al3958
Geertrui,Vlaemynck,additional,"The Flanders Research Institute for Agriculture, Fisheries and Food (ILVO) (Belgium)",10.20935/al3958
Luis,Guerra,first,University of Evora,10.20935/al2763
Mohammad Mushfequr,Rahman,first,,10.20935/al2536
Michael,Heinisch,first,,10.20935/al2757
Ernst,Mohnike,first,,10.20935/al3010
Jide,Olatuyi,first,,10.20935/al2978
Charles,Eproson,first,,10.20935/al2477
Luciano,de Sampaio Soares,first,,10.20935/al2981
Marzieh,Nikparvar,first,"Associate Professor of Cardiology, Cardiovascular Research Center, Hormozgan University of Medical Sciences",10.20935/al3346
Atefeh,Ghareghani,additional,"Assistant Professor of Cardiology, Cardiovascular Research Center, Hormozgan University of Medical Sciences",10.20935/al3346
Rosa,Rahmannia,additional,,10.20935/al3346
Fatemeh,Hosseini,additional,,10.20935/al3346
Arnel G.,Perez,additional,Mabalacat City College,10.20935/al2916
Johannes,Asio,first,,10.20935/al3066
Sandhya,Dubey,first,,10.20935/al3341
Fouad,Beseiso,first,Former Central Bank Goverrnor,10.20935/al3212
Dickson,Adom,first,"Department of Educational Innovations in Science and Technology, Kwame Nkrumah University of Science and Technology, Kumasi Ghana",10.20935/al3421
Anthony Kwame,Morgan,first,"Department of Geography and Rural Development, Kwame Nkrumah University of Science and Technology, Ghana",10.20935/al2959
